가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
절골길,37.40080863,127.23575904,37.404120098,127.23505905,벗나무,,0.4,,벚나무가 식재되어 있어 봄꽃길을 선사함,,,회안대로 합류부~장지동 산 46-5,,,2020-05-08
가마을길,37.356204,127.386336,37.361155,127.388117,벚나무,,0.7,2018,벚나무가 식재되어 있어 봄꽃길을 선사함,,,부항교 밑 ~ 부항리 393-3,,,2020-05-08
신만로(2018),37.365523,127.396174,37.362068,127.388323,벚나무,,0.9,2018,벚나무가 식재되어 있어 봄꽃길을 선사함,,,연곡2리 곤지암천 초입 ~ 신만로 435-97,,,2020-05-08
세피내길,37.370757432,127.2385586,37.374879565,127.24342856,벚나무,,0.6,,벚나무가 식재되어 있어 봄꽃길을 선사함,,,양촌길 합류부~양벌대교 북단,,,2020-05-08
이배재로,37.4185019,127.24922696,37.419934947,127.24785696,벚나무,,0.2,,벚나무가 식재되어 있어 봄꽃길을 선사함,,,회안대로 합류부~탄벌초등학교 앞,,,2020-05-08
양촌길,37.37053387,127.25155597,37.370748776,127.26428932,벚나무+은행나무,,2.6,,은행나무가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,,,오포육교 밑~종점부,,,2020-05-08
광주대로,37.406868136,127.26055952,37.426889514,127.25757223,느티나무+은행나무+단풍나무,,2.3,,은행나무가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,,,역동사거리~중앙로 합류부,,,2020-05-08
군도9호,37.481728,127.732521,37.494341,127.729041,은행나무,,1.5,,금왕1리 마을회관 앞길로 은행나무가 식재되어 있음.,,,양동금왕~양동금왕,031-770-2415,양평군청(산림과),2020-06-12
금일로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,354,2.4,2004,금일로,,,천둔사거리~일죽시내,031-678-5392,경기도 안성시청,2019-03-31
고삼호수로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,124,1,,고삼호수로,,,고삼교~당산교,031-678-5392,경기도 안성시청,2019-03-31
병점동로,37.205278,127.045556,37.20993658,127.041944,대왕참나무,98,0.6,,대왕참나무,병점동로,,병점동로,031-369-6125,화성시청 산림녹지과,2019-04-02
반월4지구 대로3-14호선,37.228333,127.059167,37.226667,127.064167,이팝나무,120,0.7,,이팝나무,반월4지구 대로3-14호선,,반월4지구 대로3-14호선,031-369-6125,화성시청 산림녹지과,2019-04-02
태안로,37.216111,127.023333,37.219722,127.019722,버즘나무,7,0.1,,버즘나무,태안로,,태안로,031-369-6125,화성시청 산림녹지과,2019-04-02
봉담택지보행자도로,37.21551361,126.961111,37.211667,126.961389,스트로브잣나무,64,0.2,,스트로브잣나무,봉담택지보행자도로,,봉담택지보행자도로,031-369-6125,화성시청 산림녹지과,2019-04-02
천덕산로,37.02572958,127.2834482,37.02572958,127.2834482,산벚나무,350,4,,천덕산로,,,성은리~용인경계,031-678-5392,경기도 안성시청,2019-03-31
하구산길,37.02572958,127.2834482,37.02572958,127.2834482,산수유,76,0.8,,하구산길,,,하구산마을진입로변~하구산마을진입로변,031-678-5392,경기도 안성시청,2019-03-31
장자1길,37.587583,127.134615,37.585428,127.134611,느티나무,40,0.44,2002,가을단풍이 아름다움,장자1길,지방도,장자1사거리~장자중,031-550-2442,경기도 구리시청,2019-04-26
왕숙천로,37.597734,127.151631,37.637888,127.148509,왕벚나무+은행나무,378,3.85,,"왕벚꽃 경관, 가을단풍이 아름다움",왕숙천로,지방도,토평주공아파트~왕숙체육공원,031-550-2442,경기도 구리시청,2019-04-26
수하길11번길,37.41556081,127.26155874,37.417403692,127.26230891,은행나무+벚나무+단풍나무+느티나무,,0.4,,벚나무가 식재되어 있어 봄꽃길을 선사함,,,수하길 합류부~경화여자중/고등학교 앞,,,2020-05-08
군도7호,37.514641,127.604022,37.542455,127.586415,은행나무,,4,,"1,000년 은행나무로 유명한 용문사 진입로로 은행나무가 좌우에 식재되어 있음.",,,용문조현~용문신점,031-770-2415,양평군청(산림과),2020-06-12
병점중앙로,37.217222,127.034444,37.211111,127.038333,이팝나무,111,1.1,,이팝나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-04-02
영통로 50번길,37.233806,127.066111,37.235278,127.062778,느티나무,101,0.3,,느티나무,영통로 50번길,,영통로 50번길,031-369-6125,화성시청 산림녹지과,2019-04-02
상신하길로126번길,37.104211,126.900957,37.104982,126.9079145,이팝나무,22,0.2,,이팝나무,상신하길로126번길,,상신하길로126번길,031-369-6126,화성시청 산림녹지과,2019-04-02
남산안길,36.95687,127.063057,36.953045,127.064254,왕벚,125,552,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,남산안길,,평택 팽성읍 남산리 590~평택 팽성읍 남산리 581,031-8024-4212,평택시청 산림녹지과,2019-04-01
현화고등학교 우측길,36.978857,126.919044,36.979498,126.91906,은행,22,88,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,현화고등학교 우측길,,리얼파스타~현화문고,031-8024-8482,안중출장소 건축녹지과,2019-04-01
포승공단로,36.975558,126.837171,36.988811,126.862828,중국단풍+왕벚+팽,860,4651,,도로 좌우쪽으로 중국단풍+왕벚+팽나무가 심겨져 있어 아름다운 경관 연출,포승공단로,,평택당진항동부두5교차로~서평택IC사거리,031-8024-8482,안중출장소 건축녹지과,2019-04-01
만세로,37.02572958,127.2834482,37.02572958,127.2834482,메타세콰이어,21,0.6,2013,만세로,,,칠곡저수지~칠곡저수지,031-678-5392,경기도 안성시청,2019-03-31
삼죽로,37.02572958,127.2834482,37.02572958,127.2834482,단풍나무,113,1,,삼죽로,,,국도38호선~삼죽면사무소,031-678-5392,경기도 안성시청,2019-03-31
군도8호,37.570324,127.744564,37.552361,127.799241,벚나무+이팝나무,,5.6,,"신론,도원리 산촌생태마을로 가는 흑천변을 따라 왕벚나무가 식재되어 있음.",,,청운삼성~청운도원,031-770-2415,양평군청(산림과),2020-06-12
태허정로,37.448504443,127.26013937,37.513634636,127.28368279,느니나무+벚나무+은행나무,,8.1,,은행나무가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,,,상번천리 삼거리~광주시-하남시 경계,,,2020-05-08
동화역말길,37.215833,126.966111,37.218889,126.963611,은행나무,118,0.4,,은행나무,동화역말길,,동화역말길,031-369-6125,화성시청 산림녹지과,2019-04-02
신설도로,37.218333,126.946944,37.206944,126.937778,벚나무,224,1,,벚나무,신설도로,,신설도로,031-369-6125,화성시청 산림녹지과,2019-04-02
시청로,37.191667,126.882222,37.201944,126.930833,벚나무,30,3,,벚나무,시청로,,시청로,031-369-6125,화성시청 산림녹지과,2019-04-02
시청로,37.191667,126.882222,37.201944,126.930833,은행나무,140,3,,은행나무,시청로,,시청로,031-369-6125,화성시청 산림녹지과,2019-04-02
항봉로,37.133889,126.941111,37.148611,126.933889,벚나무,344,2,,벚나무,항봉로,,항봉로,031-369-6125,화성시청 산림녹지과,2019-04-02
구장-상기간,37.197778,126.915556,37.176944,126.907778,이팝나무,199,1.6,,이팝나무,구장-상기간,,구장-상기간,031-369-6125,화성시청 산림녹지과,2019-04-02
병점중앙로,37.218889,127.038056,37.218889,127.034722,단풍나무,82,0.5,,단풍나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-04-02
은행나무,37.218056,127.038056,37.218333,127.038889,은행나무,37,0.1,,은행나무,은행나무,,은행나무,031-369-6125,화성시청 산림녹지과,2019-04-02
병점중앙로211번길,37.215556,127.034444,37.216389,127.036111,이팝나무,18,0.2,,이팝나무,병점중앙로211번길,,병점중앙로211번길,031-369-6125,화성시청 산림녹지과,2019-04-02
병점4로,37.216389,127.041667,37.21818851,127.043889,메타세콰이어,74,0.6,,메타세콰이어,병점4로,,병점4로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점3로,37.210278,127.048056,37.216667,127.043333,고로쇠나무,98,0.9,,고로쇠나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점3로,37.210278,127.048056,37.216667,127.043333,느티나무,35,0.9,,느티나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점로,37.211111,127.041111,37.211111,127.042222,이팝나무,11,0.1,,이팝나무,병점로,,병점로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점3동,37.214444,127.048889,37.209167,127.039722,이팝나무,157,0.8,,이팝나무,병점3동,,병점3동,031-369-6125,화성시청 산림녹지과,2019-04-02
병점3로,37.208611,127.038889,37.208611,127.038611,벚나무,20,0.2,,벚나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점중앙로,37.207222,127.039722,37.199722,127.044722,느티나무,158,1.2,,느티나무,병점중앙로,,병점중앙로,031-369-6125,화성시청 산림녹지과,2019-04-02
동탄숲속로,37.208611,127.051667,37.209444,127.048889,느티나무,59,0.4,,느티나무,동탄숲속로,,동탄숲속로,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.214167,127.045833,37.210278,127.0406913,메타세콰이어,54,0.5,,메타세콰이어,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.215833,127.045833,37.213611,127.0406913,참느릅나무,50,0.3,,참느릅나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.215833,127.045833,37.213611,127.0406913,대왕참나무,14,0.3,,대왕참나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.051389,37.211667,127.046944,은행나무,41,0.4,,은행나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.051389,37.211667,127.046944,단풍나무,14,0.4,,단풍나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,벚나무,21,0.3,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,은행나무,50,0.3,,은행나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,벚나무,213,0.3,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,은행나무,82,0.3,,은행나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,칠엽수,4,0.3,,칠엽수,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,이팝나무,4,0.3,,이팝나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,단풍나무,3,0.3,,단풍나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,느티나무,6,0.3,,느티나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,양버즘나무,4,0.3,,양버즘나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,스트로브잣나무,4,0.3,,스트로브잣나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
병점4로,37.215278,127.039444,37.21283732,127.033056,이팝나무,139,0.8,,이팝나무,병점4로,,병점4로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점3로,37.208056,127.035833,37.20738457,127.033611,벚나무,22,0.1,,벚나무,병점3로,,병점3로,031-369-6125,화성시청 산림녹지과,2019-04-02
병점서로,37.207222,127.038611,37.210556,127.038056,이팝나무,37,0.3,,이팝나무,병점서로,,병점서로,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 1156번길,37.214167,127.051389,37.210278,127.048611,벚나무,40,0.1,,벚나무,효행로 1156번길,,효행로 1156번길,031-369-6125,화성시청 산림녹지과,2019-04-02
병점1로,37.198889,127.041667,37.201111,127.037222,벚나무,36,0.2,,벚나무,병점1로,,병점1로,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 854번길,37.204722,127.0135034,37.202222,127.022778,벚나무,43,0.3,,벚나무,효행로 854번길,,효행로 854번길,031-369-6125,화성시청 산림녹지과,2019-04-02
효행로 854번길,37.204722,127.0135034,37.202222,127.022778,스트로브잣나무,39,0.3,,스트로브잣나무,효행로 854번길,,효행로 854번길,031-369-6125,화성시청 산림녹지과,2019-04-02
서부로,37.230833,126.984722,37.200833,127.021111,은행나무,543,5.5,,은행나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-04-02
서부로,37.230833,126.984722,37.200833,127.021111,느티나무,36,5.5,,느티나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-04-02
서부로,37.230833,126.984722,37.200833,127.021111,느티나무,50,5.5,,느티나무,서부로,,서부로,031-369-6125,화성시청 산림녹지과,2019-04-02
10용사로,37.220278,127.023889,37.19499516,127.030556,느티나무,143,0.7,,느티나무,10용사로,,10용사로,031-369-6125,화성시청 산림녹지과,2019-04-02
10용사로,37.220278,127.023889,37.19499516,127.030556,소나무,3,0.7,,소나무,10용사로,,10용사로,031-369-6125,화성시청 산림녹지과,2019-04-02
세자로,37.186667,126.9799031,37.175278,126.980556,벚나무,156,1.2,,벚나무,세자로,,세자로,031-369-6125,화성시청 산림녹지과,2019-04-02
만년로,37.172222,126.984722,37.196389,127.006111,버즘나무,49,5.1,,버즘나무,만년로,,만년로,031-369-6125,화성시청 산림녹지과,2019-04-02
가장로,37.166944,126.986667,37.169444,126.990833,벚나무,74,0.9,,벚나무,가장로,,가장로,031-369-6125,화성시청 산림녹지과,2019-04-02
가장로,37.16585554,126.983889,37.168889,126.986389,이팝나무,50,0.3,,이팝나무,가장로,,가장로,031-369-6125,화성시청 산림녹지과,2019-04-02
동탄원천로,37.219167,127.055556,37.235278,127.135556,이팝나무,1250,6,,이팝나무,동탄원천로,,동탄원천로,031-369-6125,화성시청 산림녹지과,2019-04-02
동탄원천로,37.219167,127.055556,37.235278,127.135556,느티나무,400,6,,느티나무,동탄원천로,,동탄원천로,031-369-6125,화성시청 산림녹지과,2019-04-02
영통로 61번길,37.232222,127.055556,37.235278,127.061111,이팝나무,65,0.3,,이팝나무,영통로 61번길,,영통로 61번길,031-369-6125,화성시청 산림녹지과,2019-04-02
영통로 26번길,37.233611,127.064722,37.234722,127.0677096,느티나무,60,0.2,,느티나무,영통로 26번길,,영통로 26번길,031-369-6125,화성시청 산림녹지과,2019-04-02
